OBJECTID,CHITRT0_,CHITRT0_ID,TRACT,STATE,COUNTY,CNTYTRT,POPU,Dist_5_mi,Dist_10_mi,Dist_15_mi,Dist_20_mi,Beta_6,Beta_8,Beta_10,Beta_12,Beta_14,Beta_16,Beta_18,Dist
158,159,404,804606,17,31,31804606,7522,3.004241397,1.914872866,2.212874795,2.736088944,2.484877051,2.374312261,2.23853134,2.076346183,1.889352439,1.682829964,1.468766841,0
159,160,411,804809,17,31,31804809,4553,1.647829837,1.508854049,1.981355757,2.423748365,2.393443554,2.307027731,2.257867108,2.282740269,2.427744346,2.729954079,3.193144393,0
160,161,412,804807,17,31,31804807,5355,1.611450822,1.369105727,1.858291703,2.261729563,2.32828135,2.19465991,2.055436287,1.909640151,1.754505396,1.585596412,1.402396488,0
161,162,418,804806,17,31,31804806,3949,1.506699998,1.542127384,1.796967713,2.029405803,2.288667326,2.142766611,1.990299436,1.829223273,1.656422938,1.468795675,1.269001612,0
162,163,425,804503,17,31,31804503,8372,1.833280155,1.380210805,1.640731097,1.979339405,2.215144961,2.052106897,1.886582156,1.716785116,1.539670729,1.351607675,1.153987862,0
163,164,433,804504,17,31,31804504,8497,1.293512153,1.542127384,1.780556178,2.076409687,2.254332677,2.095143407,1.927633876,1.749852035,1.559850066,1.356790348,1.145893905,0
164,165,436,804607,17,31,31804607,7379,1.389969043,1.913464644,2.178412912,2.691503751,2.475925312,2.357982449,2.212140326,2.03726792,1.835461263,1.612944784,1.383213186,0
165,166,440,804804,17,31,31804804,6389,1.305622405,1.653687258,1.945048638,2.266057736,2.309365914,2.161336187,2.000876959,1.825944304,1.634737499,1.42694018,1.208959505,0
166,167,444,804505,17,31,31804505,3558,1.791822995,1.244319542,1.637998326,1.973345366,2.208843094,2.043217041,1.875789179,1.706147572,1.533180223,1.354901864,1.172544717,0
167,168,468,841001,17,43,43841001,6942,1.57102141,2.155365718,2.106868312,2.623560453,2.459769929,2.337250597,2.188445343,2.013162949,1.814147183,1.597557493,1.376785912,0
168,169,471,841104,17,43,43841104,4686,1.587829745,1.985757389,2.134191331,2.330343684,2.414197762,2.310463317,2.227521631,2.203941765,2.281850638,2.45550251,2.642259592,0
169,170,473,841102,17,43,43841102,5976,1.628334148,1.870283114,1.969155725,2.254605173,2.330859207,2.183330178,2.019670388,1.838396378,1.639119481,1.423553136,1.20044535,0
170,171,475,841303,17,43,43841303,10331,1.561799758,1.492550186,1.733155258,2.069175338,2.240745084,2.082069824,1.921968516,1.762982965,1.607669702,1.45660105,1.31016038,0
171,172,477,841302,17,43,43841302,11750,0.808157534,1.60681767,1.873685159,1.945345751,2.227861344,2.075475686,1.935743008,1.821570188,1.748365209,1.726768888,1.756648359,0
172,173,506,900,17,37,37000900,7812,1.273822939,1.235687544,1.013889513,0.563051656,1.372151666,1.085843741,0.864826448,0.705218207,0.602480165,0.546517267,0.519171335,0
173,174,509,841103,17,43,43841103,4114,0.982414499,1.900204986,2.288461362,2.338473341,2.411281469,2.290373002,2.15896647,2.02156843,1.884023005,1.751765781,1.633532499,0
174,175,510,841105,17,43,43841105,6717,0.982414499,1.899007898,2.278382258,2.321262458,2.396755792,2.275024836,2.146526288,2.01772479,1.897844083,1.79708451,1.727744488,0
175,176,536,840202,17,43,43840202,5477,1.403024228,2.436227892,2.780894355,3.557917337,2.59257287,2.48858983,2.341527739,2.151497404,1.924723758,1.673307097,1.416876629,0
176,177,541,840102,17,43,43840102,4692,1.323608546,2.697440642,2.695190123,3.861283505,2.642093999,2.550752286,2.415064583,2.237807601,2.030287959,1.812319401,1.612744817,0
177,178,557,840802,17,43,43840802,5794,1.90562977,2.626959326,3.588559944,3.8874519,2.76172209,2.694005567,2.569705675,2.391958096,2.175864807,1.949129501,1.752232096,0
178,179,559,840801,17,43,43840801,4743,1.52943893,2.714136659,3.9628402,4.035086815,2.812060054,2.751565123,2.624310116,2.429344931,2.1772021,1.890741546,1.606110217,0
179,180,561,811600,17,31,31811600,6372,2.378539135,3.033647797,4.518562571,4.070697023,2.997108363,2.985420772,2.889057239,2.701644733,2.431721988,2.103963871,1.758145262,0
180,181,577,840104,17,43,43840104,6429,2.669469604,2.896966086,2.835904046,3.953223172,2.658991968,2.568368374,2.428276835,2.238173549,2.003989411,1.737923141,1.461440874,0
181,182,580,841107,17,43,43841107,8038,1.032965842,2.073088734,2.410889507,2.475544638,2.484003616,2.381828234,2.269741387,2.158043892,2.062560928,2.001790722,1.995258598,0
182,183,592,841304,17,43,43841304,7681,0.852846148,1.699784085,1.996298818,2.023577158,2.254084549,2.087830976,1.909758344,1.71921736,1.517173632,1.306315028,1.094033075,0
183,184,594,840301,17,43,43840301,7263,2.000030046,2.403599296,2.60073417,3.535067258,2.609508196,2.520600573,2.400881092,2.257902572,2.104921002,1.954681393,1.815408169,0
184,185,603,811500,17,31,31811500,6065,2.935754451,2.793221805,4.399764199,3.966456064,3.029884941,3.029449399,2.943067684,2.763306603,2.497777555,2.170662905,1.822355894,0
185,186,618,840701,17,43,43840701,6899,1.734715273,2.871088043,3.752977228,3.981519035,2.798799271,2.7364639,2.608167882,2.409979095,2.146203754,1.830963001,1.494322859,0
186,187,632,841306,17,43,43841306,8897,1.219680268,1.801054226,1.839467743,2.02546064,2.274922453,2.116230298,1.947202146,1.767975235,1.579886323,1.384761008,1.18756789,0
187,188,646,1200,17,37,37001200,1555,1.273822939,1.222054279,1.007956767,0.563051656,1.361979816,1.079815894,0.868798586,0.727842984,0.655738552,0.644262808,0.672464527,0
188,189,648,841203,17,43,43841203,7818,1.164642626,2.038712901,2.143065677,2.194194388,2.37769386,2.253002735,2.123093242,1.992762318,1.867014937,1.74703544,1.630547734,0
189,190,654,1300,17,37,37001300,5582,1.273822939,1.235687544,1.007956767,0.565229155,1.376172565,1.099941091,0.899416738,0.777665127,0.738552754,0.77766383,0.872532541,0
190,191,656,1100,17,37,37001100,2386,1.273822939,1.222054279,1.007956767,0.563051656,1.351148997,1.065700117,0.849483074,0.699521655,0.612535774,0.579142358,0.57983642,0
191,192,658,841204,17,43,43841204,6410,1.148353336,1.828322866,2.35916647,2.276600999,2.442219138,2.327689754,2.200389627,2.065178509,1.929833036,1.802857785,1.694174194,0
192,193,666,811401,17,31,31811401,4855,3.022824693,2.561964687,4.445531034,4.008364795,3.044391726,3.052778228,2.978004162,2.812655729,2.563596639,2.253243259,1.91979859,0
193,194,688,840302,17,43,43840302,7922,2.310449096,2.216578701,2.620533471,3.619714661,2.645064443,2.574891213,2.485448054,2.395151485,2.332314125,2.323553873,2.380029219,0
194,195,689,840500,17,43,43840500,6957,1.637084977,2.612340417,2.678552383,3.930867722,2.728381744,2.660998338,2.54193595,2.36651106,2.132913897,1.843416751,1.516728705,0
195,196,692,811402,17,31,31811402,4404,3.134790087,2.512929363,4.433585062,4.008364795,3.049526636,3.064864481,3.000932215,2.849977428,2.616728054,2.319131392,1.989625958,0
196,197,693,811702,17,31,31811702,5059,2.406775227,2.514019181,4.490302873,4.023173742,2.939173803,2.917613388,2.821227106,2.643678505,2.388701942,2.071604515,1.724803282,0
197,198,694,841205,17,43,43841205,5095,1.219680268,1.824904456,1.897786017,2.139345152,2.358084014,2.245183269,2.148498446,2.085836629,2.076796549,2.131585917,2.24164545,0
198,199,696,841206,17,43,43841206,5497,1.932776479,1.951546769,2.103352339,2.053515421,2.374785997,2.288936577,2.250703318,2.30447447,2.507248956,2.908181245,3.519399843,0
199,200,699,841307,17,43,43841307,6586,1.187527478,1.702032183,2.05352665,1.965386454,2.265465414,2.106273566,1.938596501,1.762864271,1.580625234,1.393545822,1.205839193,0
200,201,702,840903,17,43,43840903,12601,1.70111328,1.880006837,2.574812521,2.741632506,2.513559732,2.401825212,2.259802423,2.087693663,1.890003867,1.674753116,1.45595602,0
201,202,708,811301,17,31,31811301,4889,2.964865958,2.663427005,4.507070315,4.008364795,3.049891781,3.075917158,3.031394144,2.909054056,2.710997283,2.448151703,2.143572893,0
202,203,731,811800,17,31,31811800,5271,2.765291243,2.768888151,4.350123505,4.041263293,2.961075774,2.955893493,2.882408679,2.733993221,2.511299177,2.223520423,1.898554734,0
203,204,732,841202,17,43,43841202,8002,2.328664375,1.834902391,2.276294047,2.206194013,2.425132615,2.304716886,2.169086107,2.019923819,1.86036623,1.692768325,1.520768386,0
204,205,756,852300,17,89,89852300,1781,2.31599088,1.683536971,1.363338919,1.252320311,1.970694372,1.770698735,1.597315396,1.454433441,1.343302148,1.257752675,1.183834841,0
205,206,772,840600,17,43,43840600,4768,2.021472664,2.620509738,3.190271481,4.08660323,2.865162563,2.869092292,2.845873414,2.793864334,2.694499131,2.502196005,2.184726747,0
206,207,800,852201,17,89,89852201,5227,2.248842986,1.802180963,1.3893112,1.336900901,1.955383865,1.759669122,1.598850882,1.479899561,1.406266041,1.370590536,1.35247795,0
207,208,802,816500,17,31,31816500,4067,3.551602469,2.835148534,4.457465085,4.067243742,3.181598661,3.302962659,3.400175711,3.482133076,3.563743784,3.65396603,3.746848596,0
208,209,803,816600,17,31,31816600,4909,3.273330254,2.56153158,4.457354698,4.069389546,3.118315637,3.227012999,3.316536119,3.323223204,3.243161829,3.103435992,2.920690994,0
209,210,804,816700,17,31,31816700,2980,2.99882723,2.681819919,4.386228872,4.096260245,3.015652275,3.032882247,2.981640672,2.852862105,2.644158053,2.360416153,2.023188957,0
210,211,805,816800,17,31,31816800,5475,3.532512173,2.937539808,4.078270154,4.089647002,2.975684757,2.989741692,2.945367112,2.833254438,2.644108204,2.368509191,2.017086896,0
211,212,807,842800,17,43,43842800,4426,3.754227618,2.902439321,3.79147306,4.091496579,2.965691757,3.015188102,3.049397921,3.070962591,3.058216268,2.944840195,2.666797891,0
212,213,808,842900,17,43,43842900,4937,2.910919685,3.080852753,3.470335678,4.119431815,3.190532148,3.713673536,4.901963849,7.428476107,12.08447993,19.00313642,26.86359474,0
213,214,809,843000,17,43,43843000,4098,2.910919685,3.084218624,3.11989536,3.993023957,2.861044063,2.880187953,2.887459561,2.883904261,2.84692406,2.714441993,2.431433325,0
214,215,813,843100,17,43,43843100,3897,2.716993589,2.962905748,3.026435206,3.912211766,2.774973096,2.739366352,2.664470347,2.544726378,2.369578487,2.121972639,1.801817914,0
215,216,817,843200,17,43,43843200,5439,2.629523444,2.649918797,2.479843826,3.862889093,2.737147041,2.689322109,2.602694782,2.47300126,2.293971782,2.055399388,1.759756015,0
216,217,818,843300,17,43,43843300,7309,1.90117974,2.120678254,2.427409721,3.893440665,2.672221511,2.60167614,2.491673913,2.339417594,2.144289148,1.906802635,1.637274611,0
217,218,827,843400,17,43,43843400,3535,2.098021842,2.12209987,2.552786651,3.456721591,2.616699556,2.53399742,2.417153538,2.265128524,2.079982162,1.865104062,1.629892465,0
218,219,838,841701,17,43,43841701,11353,1.865628586,2.083808225,2.095181962,2.113379427,2.396640722,2.272493603,2.135991744,1.987876363,1.829627638,1.661267111,1.483974104,0
219,220,858,852601,17,89,89852601,7379,1.736527716,1.361550851,1.413272687,1.189216508,1.990704039,1.845452501,1.791800123,1.883546426,2.187237124,2.753928744,3.57604332,0
220,221,878,817000,17,31,31817000,6069,3.475031944,3.363910746,4.36806356,4.030081778,3.167781414,3.268898152,3.324166448,3.327693996,3.278231024,3.175209941,3.020539166,0
221,222,879,816900,17,31,31816900,5905,3.990618829,2.846450736,4.320436125,4.013161449,3.055901317,3.094653391,3.069157743,2.969678833,2.793015864,2.542397244,2.234759342,0
222,223,880,844000,17,43,43844000,7830,3.603339148,2.984257234,3.689770675,4.091509986,2.922942582,2.941197966,2.922912651,2.862228531,2.742925334,2.532574658,2.215028349,0
223,224,882,843500,17,43,43843500,5312,2.551586862,2.679312673,2.456291823,3.376353194,2.666988576,2.635241523,2.610368408,2.616534729,2.686083517,2.846841058,3.110278851,0
224,225,889,843600,17,43,43843600,6833,2.551586862,2.770494519,2.388689357,3.894026953,2.711201701,2.669877062,2.604424604,2.516640112,2.407270548,2.269792093,2.098760157,0
225,226,890,843900,17,43,43843900,3880,2.705471156,2.9634268,3.118524085,4.149100177,2.883368211,2.905059147,2.907318371,2.887790744,2.825397019,2.668865831,2.377838548,0
226,227,892,843800,17,43,43843800,3167,2.722641488,3.012485535,2.902751378,3.983134076,2.827806802,2.83484807,2.829938308,2.818906424,2.793667997,2.712735589,2.522801161,0
227,228,893,842000,17,43,43842000,4399,2.178182638,2.16845401,2.596393507,2.794817782,2.538330958,2.449791455,2.343305708,2.221407499,2.08886133,1.948926837,1.804520792,0
228,229,902,841502,17,43,43841502,6918,1.319731127,1.625492872,1.913246311,1.660088117,2.182171244,2.009133239,1.835677253,1.663066786,1.494494217,1.334395479,1.190151452,0
229,230,906,841900,17,43,43841900,6655,1.881973636,1.975142125,2.167097079,2.162073329,2.465257018,2.361929306,2.245595911,2.117317944,1.979066103,1.830597376,1.671591886,0
230,231,910,841801,17,43,43841801,5108,2.157773105,1.929912492,2.119290562,2.137010766,2.421778882,2.305486904,2.176011853,2.033355064,1.878295135,1.710199939,1.529935863,0
231,232,913,841802,17,43,43841802,5363,1.65697701,2.109716195,2.246033894,1.996349907,2.358892861,2.232814584,2.101809429,1.967798134,1.83335315,1.69944571,1.567780946,0
232,233,917,844100,17,43,43844100,3820,2.669066358,3.014611139,3.054901092,4.132648744,2.865800187,2.863436085,2.822437459,2.736899855,2.596403896,2.382455693,2.090768779,0
233,234,918,818300,17,31,31818300,5763,3.941332776,2.821702412,4.340447669,4.062234905,3.017109547,3.04346482,3.008650925,2.905421169,2.733810159,2.500396886,2.224672921,0
234,235,919,843700,17,43,43843700,4493,2.550566076,2.977151221,2.418324824,3.931727238,2.851716429,2.962175281,3.227251374,3.828368134,5.003825129,6.873755627,9.190215287,0
235,236,934,842100,17,43,43842100,5471,2.320222158,2.591373,2.586019658,2.711823113,2.594963459,2.550367764,2.518226814,2.519755734,2.582429531,2.728918957,2.96750301,0
236,237,949,817101,17,31,31817101,4988,4.2982389,3.283319391,4.314303391,4.001692747,3.122181207,3.197372372,3.218193631,3.176661742,3.071066248,2.90358761,2.682874329,0
237,238,955,842200,17,43,43842200,4532,2.588509763,2.160872229,2.545436371,2.655914461,2.547844063,2.489816082,2.445631939,2.436803779,2.491415496,2.633894588,2.875370975,0
238,239,971,842603,17,43,43842603,5189,1.649579212,2.164067556,2.289458288,2.010564784,2.376884036,2.267564582,2.163925966,2.071668597,1.995803444,1.935599285,1.885060511,0
239,240,972,844201,17,43,43844201,6040,3.237713456,3.031310899,2.423712344,3.259373329,2.678603495,2.659397425,2.656069159,2.698016338,2.825409062,3.074202276,3.459822802,0
240,241,977,844202,17,43,43844202,2730,3.183289318,2.770494519,2.42507765,3.772324494,2.713986045,2.677004713,2.617918951,2.538770782,2.441871098,2.322638471,2.175103744,0
241,242,982,844302,17,43,43844302,8797,3.314294599,2.665549142,2.384260784,3.805215712,2.750868162,2.717331049,2.651588448,2.551118938,2.415049568,2.238511022,2.019898474,0
242,243,991,842300,17,43,43842300,3664,2.56810023,2.103860213,2.344714428,2.500967924,2.534857129,2.481659897,2.451434878,2.470294936,2.572247407,2.787694816,3.13138859,0
243,244,995,842500,17,43,43842500,2975,1.881973636,2.106493477,2.300856257,1.997330168,2.431538424,2.338344706,2.25139437,2.177825789,2.123233239,2.084064748,2.046288034,0
244,245,1002,818200,17,31,31818200,4680,4.450410634,3.095736027,4.398537209,4.059290401,3.11378467,3.186406856,3.206223767,3.167231412,3.07079425,2.92138832,2.725204373,0
245,246,1013,842400,17,43,43842400,5123,2.706566029,2.041469941,2.125071994,2.03311593,2.470152809,2.378825225,2.283532227,2.187593486,2.093780058,1.998954866,1.895018762,0
246,247,1034,842604,17,43,43842604,4685,2.047203846,2.239638367,2.027346396,1.908183485,2.363245945,2.264630088,2.186312371,2.139877487,2.135551649,2.173606201,2.241241167,0
247,248,1035,842605,17,43,43842605,4294,1.788045011,2.069430591,2.118475253,1.940393072,2.436476848,2.392054237,2.413601925,2.549095038,2.854794907,3.369758808,4.084245081,0
248,249,1040,852700,17,89,89852700,7414,1.174369928,1.334366491,1.284551736,1.096958273,1.950654139,1.752539101,1.588098101,1.464272014,1.38676658,1.35546788,1.363565711,0
249,250,1057,844303,17,43,43844303,7359,3.084306019,2.939083062,2.243425068,3.083395332,2.626460255,2.560871885,2.469692608,2.351601019,2.209343136,2.045045051,1.861241848,0
250,251,1062,842707,17,43,43842707,6807,3.222771818,2.518381408,2.229650299,2.684328118,2.576295,2.501373173,2.406562491,2.291578002,2.159519263,2.01216582,1.850484722,0
251,252,1066,842704,17,43,43842704,5130,2.383854286,2.452729105,2.003927689,2.151115084,2.48029219,2.388805575,2.289225201,2.18292274,2.071535547,1.952124846,1.818569797,0
252,253,1072,842703,17,43,43842703,4322,2.706566029,2.180225225,1.977364142,2.010968975,2.46207872,2.378929403,2.302444818,2.240182661,2.198285354,2.172777658,2.147427777,0
253,254,1074,818100,17,31,31818100,2263,4.776614333,3.13692915,4.350712979,4.08448119,3.082090751,3.142410818,3.15370248,3.116825402,3.043513282,2.948629514,2.840651863,0
254,255,1078,818402,17,31,31818402,3078,3.904814463,2.613435885,4.203200243,4.094476204,3.044708211,3.12822585,3.224313921,3.395596246,3.754680771,4.451605243,5.618038185,0
255,256,1110,818500,17,31,31818500,5849,4.441656953,2.62311094,4.06467261,4.089425074,2.960815803,2.971726696,2.928483641,2.829701311,2.68467026,2.506824977,2.308054915,0
256,257,1113,818600,17,31,31818600,4876,4.036147706,3.057457676,4.351607351,4.055560824,3.064149518,3.108562107,3.095653116,3.024890029,2.90914395,2.769557803,2.628738668,0
257,258,1132,842702,17,43,43842702,4829,2.383854286,2.629761514,2.086686178,2.343876171,2.447964903,2.348157902,2.241040648,2.127307855,2.00783483,1.879086649,1.734762764,0
258,259,1153,841602,17,43,43841602,6879,2.45985913,1.962682786,1.778571881,1.679945762,2.230760454,2.083993302,1.944715923,1.814164485,1.692356686,1.575130053,1.456338485,0
259,260,1164,818900,17,31,31818900,4317,3.375932839,3.213423106,4.345569369,3.970377266,3.01005653,3.033393365,3.001656465,2.919553469,2.808557853,2.701266402,2.632127969,0
260,261,1207,819500,17,31,31819500,3474,3.439413063,2.727718748,4.177078338,3.957590916,2.95267755,2.947415115,2.877222363,2.739954171,2.547080191,2.318538311,2.076252635,0
261,262,1209,819700,17,31,31819700,5793,5.00581666,2.748314287,4.110694102,3.963630659,2.912042588,2.901336712,2.833944495,2.709724227,2.541127024,2.346164709,2.140905245,0
